jntdq asbwr zxcvg  fkuo_ leimh yp___;82853;78018;215978;1.062;130869.00;126311.00;1.003;1742283.08
jbrlq astok zxcvw  hufm_ ygedp ni___;92416;81206;203227;1.138;129565.50;136792.00;1.006;1745818.23
jnhgq aswde zxcvb  okmt_ prluy fi___;102253;91409;183187;1.119;182236.00;175749.50;1.003;1748229.15
jrbmq aspud zxcvi  lthf_ wnyeo gk___;82223;94306;200320;1.147;139477.00;135899.00;1.001;1754260.50
jituq asmwh zxcvd  reoy_ kfpln bg___;100715;91413;184721;1.102;170925.50;149670.50;1.040;1756107.98
jogpq asewh zxcvk  mlnf_ rbtiu dy___;86542;79069;211238;1.095;137571.50;123961.00;1.024;1756548.98
jhloq asibf zxcvd  gurm_ wtepn yk___;88467;86111;202271;1.027;148670.00;121942.00;1.092;1758222.81
jiyfq ashln zxcvp  mdtr_ bkeuw go___;86115;89356;201378;1.038;147044.00;163715.00;1.025;1769874.84
jdnhq aspeb zxcvf  mklw_ ryigo tu___;103912;76195;196742;1.364;150443.50;130092.00;1.048;1773075.36
jubtq aspif zxcvk  rlmd_ yegno hw___;86204;102665;187980;1.191;138714.00;164806.00;1.068;1775494.34
jwouq asmiy zxcvn  dhpf_ tgkle rb___;99075;88675;189099;1.117;170965.50;146094.50;1.056;1777158.56
jhkrq asofn zxcvb  dpey_ tiwml ug___;80251;85443;211155;1.065;129921.50;133620.00;1.002;1782209.53
jinbq asyru zxcvl  kpmt_ ogdwf he___;99492;78531;198826;1.267;169584.50;160413.50;1.007;1790367.82
jbnwq ashem zxcvk  fypg_ oilur td___;92653;92967;191229;1.003;129183.00;159770.00;1.106;1794615.36
jphnq asebl zxcvk  mfyr_ wduit go___;105949;78599;192301;1.348;166567.50;133313.50;1.117;1796202.63
jhulq asibt zxcvp  omfg_ rkewd ny___;113782;88850;174217;1.281;192148.50;169625.00;1.035;1796330.39
jpfkq asleb zxcvh  mgon_ wduir ty___;89885;101523;185441;1.129;132863.50;164194.00;1.105;1801539.78
jgfpq ashlr zxcvi  bkyn_ tomew ud___;79802;82172;214875;1.030;140611.50;135024.50;1.003;1812551.87
jlgfq astow zxcvb  dpem_ kriny hu___;78097;95492;203260;1.223;112855.00;141295.00;1.119;1814260.06
jmdfq aslor zxcvk  bwth_ inegu yp___;76947;97661;202241;1.269;115397.00;145593.50;1.128;1814897.12
jhidq asofn zxcvk  ertg_ bpwmy lu___;100507;84166;192176;1.194;166838.50;163546.50;1.001;1815705.05
jbkeq asyug zxcvr  lhwm_ nfito dp___;93984;103100;179765;1.097;185035.50;156334.50;1.065;1815930.00
jftlq asguo zxcvd  kwme_ yhbip rn___;91265;79022;206562;1.155;150744.00;150913.50;1.000;1817104.34
jfhoq aslbr zxcvd  pmit_ unwke yg___;78240;85383;213226;1.091;135254.00;119418.50;1.035;1817469.07
jelbq asrpd zxcvm  hkfn_ tygui ow___;124548;87171;165130;1.429;212860.00;170869.50;1.114;1817775.43
jlftq asrbp zxcvd  umeo_ kwyin gh___;80192;79137;217520;1.013;127850.50;115890.50;1.021;1817804.90
jtbgq asdli zxcvm  ofew_ rkhpu yn___;94120;87958;194771;1.070;159069.50;172954.00;1.015;1820089.06
jubwq astih zxcvm  gerl_ nydkf po___;98236;100968;177645;1.028;145776.00;181022.00;1.110;1830282.96
jibyq asthk zxcvo  gdum_ rewnl fp___;103716;87246;185887;1.189;177503.50;139581.00;1.137;1831468.65
jdeyq ashpi zxcvk  rbfn_ tmwgl uo___;99491;76003;201355;1.309;158190.00;164109.50;1.003;1834848.32
jonrq aslup zxcvb  kemg_ ytdwi hf___;106948;77683;192218;1.377;164030.50;130197.00;1.127;1838925.10
jpynq asrtg zxcvh  ubow_ kmlfd ie___;99405;76686;200758;1.296;152657.50;135494.00;1.032;1839877.40
jetfq asubk zxcvd  wmpo_ lyrgh in___;105585;80099;191165;1.318;179311.00;155477.00;1.046;1840671.05
jihdq aspou zxcvw  rflk_ ygteb nm___;80739;83044;213066;1.029;132071.50;139324.50;1.006;1846174.16
jrtyq asibh zxcvm  nkeg_ dwlfu op___;106608;79852;190389;1.335;173343.00;147936.00;1.057;1856205.30
jhfiq askdo zxcvb  lmte_ gpnru yw___;71726;98961;206162;1.380;134099.50;157035.50;1.057;1856687.97
jirnq asluy zxcvf  wbpt_ odhgk em___;100270;74721;201858;1.342;160786.50;160314.50;1.000;1856921.94
jpioq asnhw zxcvf  rgbk_ mduyl et___;100546;81331;194972;1.236;172818.50;176276.50;1.001;1857334.49
jomiq aspwg zxcvh  unrt_ yfekl bd___;75195;92714;208940;1.233;131745.50;146148.50;1.024;1859668.42
jyowq asihu zxcvf  pdek_ blrng mt___;74383;96068;206398;1.292;123487.00;154768.50;1.121;1863230.89
jyutq asknd zxcvb  pehr_ miwlo gf___;78679;107355;190815;1.364;123801.50;158658.00;1.147;1870964.97
jbylq asgei zxcvm  krto_ pduwh nf___;104972;80121;191756;1.310;172767.00;138439.00;1.116;1875285.32
jkytq asodg zxcvn  rmle_ hubfp iw___;94022;87692;195135;1.072;167411.00;160700.00;1.003;1878380.13
jrwoq asgun zxcvl  dpbt_ mkefy ih___;98694;81714;196441;1.208;174315.50;161656.00;1.012;1882134.97
jirdq asuwl zxcvf  obke_ mghtn py___;82637;90924;203288;1.100;140623.00;158229.00;1.031;1885446.64
jtirq asymb zxcvd  uknh_ goplw fe___;97917;75517;203415;1.297;155551.00;130723.50;1.070;1902302.97
jpytq asodl zxcvh  rmfg_ nuieb kw___;100037;82011;194801;1.220;172674.00;137340.50;1.124;1908041.84
jgitq asmkl zxcvp  hufd_ ewrny ob___;92944;94250;189655;1.014;152658.50;176790.50;1.049;1910025.48
jfdbq asmeg zxcvo  uhrt_ npwiy kl___;94292;78672;203885;1.199;148997.00;121335.00;1.099;1913272.38
jyhlq aspmn zxcvr  wgdf_ ktoeb iu___;71840;79681;225328;1.109;116709.50;133175.50;1.039;1918688.56
jpmeq asfbw zxcvo  gtdy_ rkihl un___;92242;82359;202248;1.120;165926.00;147943.00;1.029;1919470.12
jlktq asfgn zxcvu  obry_ wimph de___;84276;94832;197741;1.125;148287.50;170277.50;1.043;1921637.83
jfgnq asymw zxcvt  kpdr_ holei bu___;69629;105257;201963;1.512;122503.00;154317.00;1.126;1923196.47
jmitq aspur zxcvb  ldng_ koyhf ew___;110852;73942;192055;1.499;175901.00;147645.50;1.071;1925682.85
jyikq asbmg zxcvt  wrpu_ hflne od___;76676;112839;187334;1.472;144236.00;184381.50;1.144;1929779.33
joygq asnbm zxcvr  ihfw_ kdpel tu___;84427;93199;199223;1.104;153393.00;173729.00;1.035;1930820.94
jdfkq asgyo zxcvt  lenr_ pmuhi bw___;68652;101310;206887;1.476;132010.50;154852.00;1.058;1934348.36
jwlrq asmyi zxcvd  pfnb_ oguth ke___;75990;94688;206171;1.246;129856.00;155639.50;1.076;1938709.79
jtwhq asngf zxcvl  kimp_ uoryd eb___;86526;91628;198695;1.059;136909.00;162244.50;1.066;1939715.12
jdflq asuko zxcvt  yhwg_ nbmpi er___;90000;86368;200481;1.042;168236.50;170348.00;1.000;1941754.70
jwtyq aspiu zxcvo  lmgf_ hkrdb ne___;106839;77241;192769;1.383;173588.00;146074.50;1.069;1955849.31
jipeq asgmk zxcvf  dbol_ hrntw uy___;94311;82529;200009;1.143;171251.50;133885.00;1.145;1956851.97
jitpq asgwb zxcvo  emlk_ ndufh ry___;96926;79295;200628;1.222;171529.00;176707.00;1.002;1961330.62
jktoq asmhd zxcvw  brgf_ enlpi uy___;82547;98153;196149;1.189;124454.00;161720.50;1.165;1971855.88
juegq asmbo zxcvw  dyin_ hpkrt lf___;89914;79300;207635;1.134;152349.00;116665.50;1.171;1991805.99
jmokq asfpr zxcvi  tynu_ wbdgh el___;95145;88279;193425;1.078;168722.00;183619.50;1.015;1997580.51
jugyq aswmo zxcvn  prtk_ fehdl bi___;74179;113139;189531;1.525;141363.50;184290.00;1.169;2008492.64
jrumq aspbi zxcvf  kwen_ yhogd tl___;80333;99862;196654;1.243;135355.50;172816.00;1.142;2015503.56
jneiq asgyf zxcvw  krdp_ htmlb uo___;109107;71496;196246;1.526;178236.50;130134.00;1.240;2018591.59
jhbmq asoft zxcvn  rdpl_ ikeyg uw___;107127;76941;192781;1.392;186261.00;150038.50;1.110;2020302.30
jmouq aslwe zxcvk  tgyp_ hrdfi nb___;100257;75331;201261;1.331;168887.00;140853.50;1.076;2022363.47
jidyq asnwp zxcvl  ktgm_ fbouh er___;87238;102417;187194;1.174;153334.00;195901.00;1.143;2023629.13
jlprq asbgf zxcvi  yeht_ owduk mn___;77871;96631;202347;1.241;139696.50;167276.00;1.075;2030045.04
jkgoq aswdt zxcvl  mrne_ fuybh ip___;74936;91553;210360;1.222;139656.00;165865.50;1.068;2033032.20
jhknq asopt zxcvm  rgdw_ eibyl uf___;107429;77265;192155;1.390;184860.50;147144.00;1.123;2040874.70
jiphq asryw zxcvo  fkmt_ egdnu bl___;88977;76822;211050;1.158;165674.50;132816.50;1.115;2058152.73
jmkhq astni zxcvl  owdp_ fyegb ur___;122239;76756;177854;1.593;194983.50;143158.00;1.232;2070230.76
jhkoq asbgn zxcvl  refw_ yiptm du___;73967;100685;202197;1.361;141708.50;176853.50;1.116;2073938.64
jnkwq asdeb zxcvi  huyf_ olprm tg___;113646;76500;186703;1.486;191430.50;145300.00;1.183;2076747.05
jnurq asybl zxcvk  dfeo_ wphit gm___;69587;106597;200665;1.532;111657.50;153373.50;1.245;2085255.06
jyhwq asekg zxcvl  utdi_ pnmfr bo___;81844;111055;183950;1.357;130138.00;183649.50;1.289;2088915.58
